t,mean,sd,band
0.856,-0.2616047111218712,0.9785753607612735,0.9252026804976302
0.858,-0.25943949687194656,0.9787187009904463,0.9262828941527529
0.86,-0.264402830496494,0.9821814199735616,0.9273618495495703
0.862,-0.2686998128915049,0.9775428100167562,0.9284395510748128
0.864,-0.2708203746878637,0.9777999310100541,0.92951600308978
0.866,-0.2716573129228472,0.9819695836942073,0.9305912099305473
0.868,-0.2793966250785074,0.9824784900528827,0.9316651759081692
0.87,-0.29783149308423434,0.9736238584932111,0.9327379053088815
0.872,-0.29263256701700974,0.9643857486838522,0.9338094023943002
0.874,-0.2893180513321277,0.9634448292107424,0.9348796714016194
0.876,-0.278944871372317,0.9624719081251576,0.9359487165438072
0.878,-0.2778541164089038,0.9644364606642959,0.9370165420097982
0.88,-0.2794037589799572,0.9678153293253432,0.938083151964686
0.882,-0.27490084095279205,0.976217333388916,0.9391485505499116
0.884,-0.27096020752233047,0.9813222353857405,0.9402127418834527
0.886,-0.27238692467639625,0.9817608444269068,0.9412757300600074
0.888,-0.27491716300743263,0.9833171163376881,0.9423375191511797
0.89,-0.2816043494840409,0.9747076812438555,0.9433981132056604
0.892,-0.27549446469338107,0.9823774252608624,0.9444575162494075
0.894,-0.2774642300758135,0.9837294740496745,0.9455157322858251
0.896,-0.28194525883929705,0.9914690858306567,0.9465727652959386
0.898,-0.2845041039765452,0.9950928905798166,0.9476286192385707
0.9,-0.28682696216138603,0.9895386675705349,0.9486832980505138
0.902,-0.28705817946477813,0.9941184038410131,0.9497368056467013
0.904,-0.2816015089933373,0.9916857742254903,0.950789145920377
0.906,-0.28473640147349594,0.9983067158814221,0.9518403227432635
0.908,-0.2816107376520137,1.0048451436774857,0.9528903399657277
0.91,-0.2843772834143186,1.0030561154196282,0.9539392014169457
0.912,-0.2956020375950848,0.9917437352211051,0.9549869109050658
0.914,-0.28562857536821273,0.9934278582918991,0.9560334722173696
0.916,-0.28917522169494086,0.9893541799690345,0.9570788891204319
0.918,-0.30278882705275834,0.9852439185400259,0.9581231653602788
0.92,-0.30574627879407296,0.9838294592538559,0.9591663046625439
0.922,-0.30477804779029827,0.9893866309614014,0.9602083107326244
0.924,-0.31142480375931114,0.9947722939306657,0.9612491872558333
0.926,-0.3045590393690355,0.9934538046226474,0.9622889378975527
0.928,-0.29278362835671795,0.9870480421841847,0.9633275663033837
0.93,-0.2904314818228386,0.9806630111432244,0.9643650760992956
0.932,-0.290797096104813,0.9855242407965417,0.9654014708917736
0.934,-0.3020583410844105,1.003630692572058,0.9664367542679656
0.936,-0.29999206701676223,1.0009660553097963,0.9674709297958259
0.9380000000000001,-0.3046556148948224,0.9955136103438953,0.9685040010242602
0.9400000000000001,-0.3178494919048741,0.9893642672729611,0.9695359714832659
0.9420000000000001,-0.32244723495963595,0.9880536912861458,0.9705668446840743
0.9440000000000001,-0.3128581965641101,0.9895354912579438,0.9715966241192896
0.9460000000000001,-0.31425706004747134,0.9907038139285305,0.9726253132630263
0.9480000000000001,-0.3123899838039163,0.993177451394953,0.9736529155710468
0.9500000000000001,-0.31001762255438725,1.0099477836745594,0.9746794344808964
0.9520000000000001,-0.3176942715881962,1.0000467249248741,0.9757048734120375
0.9540000000000001,-0.3154519302420419,1.0039343047527096,0.9767292357659825
0.9560000000000001,-0.3107169743188656,1.00786555076751,0.9777525249264254
0.9580000000000001,-0.3137396400417006,0.9999874139777306,0.9787747442593725
0.96,-0.31504333478650126,0.9965212648579754,0.9797958971132712
0.962,-0.3029006970970272,1.0013040779511502,0.9808159868191383
0.964,-0.29795154493626286,0.9979728893010971,0.9818350166906862
0.966,-0.2898643905607028,0.9948652999398325,0.9828529900244491
0.968,-0.2899747277058593,0.9954004998850641,0.9838699100999074
0.97,-0.28379843756137946,0.9978887838986091,0.9848857801796105
0.972,-0.2892596646165298,1.0052536036838304,0.985900603509299
0.974,-0.2882566536737297,1.0100465790536777,0.9869143833180262
0.976,-0.2867203948436962,1.0088347592578135,0.9879271228182775
0.978,-0.285879078950178,1.0179572398295664,0.9889388252060892
0.98,-0.277081145557398,1.0143639777411226,0.9899494936611666
0.982,-0.272886957002304,1.018362482239033,0.9909591313469996
0.984,-0.27754318935461547,1.0155780350451038,0.9919677414109795
0.986,-0.28204031753011666,1.0243322796352226,0.9929753269845127
0.988,-0.2868271352645025,1.0181294829195848,0.9939818911831342
0.99,-0.2918428606961616,1.0227679950283033,0.99498743710662
0.992,-0.29503084430936494,1.02840371584759,0.9959919678390986
0.994,-0.2991715515199386,1.0234033347003741,0.9969954864491614
0.996,-0.30165979595647635,1.0274645502580577,0.997997995989972
0.998,-0.3000420987152076,1.031868865904427,0.9989994994993742
1.0,-0.29207189439335907,1.0370341881631395,1.0
